id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_09386,499489610,7001465,3497159022278650,DDDDDDDD0,D00DDDD,9,7,8,5,16,13,208,d16_nz13,train
mm_09387,77948635,235581119,18363226657822565,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09388,300041470,488280579,146504422695611130,D000DDDD0,DDDDD0DDD,9,9,5,8,18,13,234,d18_nz13,test
mm_09389,631782137,7433951,4696637449133287,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,val
mm_09390,37998,841843319,31988362435362,DDDDD,DDDDDDDDD,5,9,5,9,14,14,196,d14_nz14,train
mm_09391,3015,784185359,2364318857385,D0DD,DDDDDDDDD,4,9,3,9,13,12,156,d13_nz12,train
mm_09392,30000000,606000480,18180014400000000,D0000000,D0D000DD0,8,9,1,4,17,5,85,d17_nz5,train
mm_09393,527408930,927020848,488919073531372640,DDDD0DDD0,DDD0D0DDD,9,9,7,7,18,14,252,d18_nz14,test
mm_09394,70701000,400,28280400000,D0D0D000,D00,8,3,3,1,11,4,44,d11_nz4,test
mm_09395,725080132,5020065,3639949392848580,DDD0D0DDD,D0D00DD,9,7,7,4,16,11,176,d16_nz11,val
mm_09396,6,819664588,4917987528,D,DDDDDDDDD,1,9,1,9,10,10,100,d10_nz10,train
mm_09397,62250503,6420406,399673502964218,DDDD0D0D,DDD0D0D,8,7,6,5,15,11,165,d15_nz11,train
mm_09398,94731562,612196308,57994312507473096,DDDDDDDD,DDDDDDD0D,8,9,8,8,17,16,272,d17_nz16,train
mm_09399,980800207,66,64732813662,DD0D00D0D,DD,9,2,5,2,11,7,77,d11_nz7,train
mm_09400,74082056,520380520,38550858823949120,DD0DD0DD,DD0DD0DD0,8,9,6,6,17,12,204,d17_nz12,train
mm_09401,48686842,483095008,23520370325484736,DDDDDDDD,DDD0DD00D,8,9,8,6,17,14,238,d17_nz14,val
mm_09402,697934691,516909359,360768973748673069,DDDDDDDDD,DDDD0DDDD,9,9,9,8,18,17,306,d18_nz17,train
mm_09403,4,1980229,7920916,D,DDD0DDD,1,7,1,6,8,7,56,d8_nz7,test
mm_09404,6704627,10000000,67046270000000,DD0DDDD,D0000000,7,8,6,1,15,7,105,d15_nz7,test
mm_09405,6848033,510700900,3497296616329700,DDDD0DD,DD0D00D00,7,9,6,4,16,10,160,d16_nz10,train
mm_09406,1729262,700000,1210483400000,DDDDDDD,D00000,7,6,7,1,13,8,104,d13_nz8,train
mm_09407,865129139,9093604,7867141798926956,DDDDDDDDD,D0DDD0D,9,7,9,5,16,14,224,d16_nz14,train
mm_09408,26071106,865423249,22562541259543394,DD0DDD0D,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,test
mm_09409,800,11873,9498400,D00,DDDDD,3,5,1,5,8,6,48,d8_nz6,train
mm_09410,5,4358087,21790435,D,DDDD0DD,1,7,1,6,8,7,56,d8_nz7,train
mm_09411,818388339,157010,128495153106390,DDDDDDDDD,DDD0D0,9,6,9,4,15,13,195,d15_nz13,train
mm_09412,803791472,236827392,190359838025601024,D0DDDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09413,5004,198000,990792000,D00D,DDD000,4,6,2,3,10,5,50,d10_nz5,test
mm_09414,54700503,272313590,14895690346735770,DDD00D0D,DDDDDDDD0,8,9,5,8,17,13,221,d17_nz13,train
mm_09415,800000000,200000,160000000000000,D00000000,D00000,9,6,1,1,15,2,30,d15_nz2,train
mm_09416,710474942,238811326,169669462988793092,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,val
mm_09417,483300,280500549,135565915331700,DDDD00,DD0D00DDD,6,9,4,6,15,10,150,d15_nz10,train
mm_09418,616962364,26424,16302613506336,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,train
mm_09419,906851037,600004020,544114267741168740,D0DDDD0DD,D0000D0D0,9,9,7,3,18,10,180,d18_nz10,val
mm_09420,700000000,990000,693000000000000,D00000000,DD0000,9,6,1,2,15,3,45,d15_nz3,val
mm_09421,400,9007310,3602924000,D00,D00DDD0,3,7,1,4,10,5,50,d10_nz5,train
mm_09422,704730000,112935807,79589251267110000,D0DDD0000,DDDDDDD0D,9,9,4,8,18,12,216,d18_nz12,test
mm_09423,17010610,400000000,6804244000000000,DD0D0DD0,D00000000,8,9,5,1,17,6,102,d17_nz6,val
mm_09424,111698764,53943,6025366426452,DDDDDDDDD,DDDDD,9,5,9,5,14,14,196,d14_nz14,val
mm_09425,67595847,35769694,2417882762860818,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_09426,501527,60321,30252610167,D0DDDD,D0DDD,6,5,5,4,11,9,99,d11_nz9,test
mm_09427,6876315,91612200,629954345043000,DDDDDDD,DDDDDD00,7,8,7,6,15,13,195,d15_nz13,train
mm_09428,93030503,2133443,198475275411829,DD0D0D0D,DDDDDDD,8,7,5,7,15,12,180,d15_nz12,val
mm_09429,2480001,480000,1190400480000,DDD000D,DD0000,7,6,4,2,13,6,78,d13_nz6,train
mm_09430,76441833,18382175,1405167151526775,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,val
mm_09431,473206,6267314,2965730588684,DDDD0D,DDDDDDD,6,7,5,7,13,12,156,d13_nz12,train
mm_09432,404506,392977151,158961615442406,D0DD0D,DDDDDDDDD,6,9,4,9,15,13,195,d15_nz13,test
mm_09433,545837413,5000000,2729187065000000,DDDDDDDDD,D000000,9,7,9,1,16,10,160,d16_nz10,train
mm_09434,2845,509283182,1448910652790,DDDD,D0DDDDDDD,4,9,4,8,13,12,156,d13_nz12,train
mm_09435,874423927,343539349,300399026631603523,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09436,700000366,969083151,678358560384433266,D00000DDD,DDD0DDDDD,9,9,4,8,18,12,216,d18_nz12,train
mm_09437,813124937,78137081,63535209065488897,DDDDDDDDD,DDDDD0DD,9,8,9,7,17,16,272,d17_nz16,train
mm_09438,35221975,283917754,10000144033444150,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09439,84468449,758083200,64034112116956800,DDDDDDDD,DDD0DDD00,8,9,8,6,17,14,238,d17_nz14,train
mm_09440,400392137,3618,1448618751666,D00DDDDDD,DDDD,9,4,7,4,13,11,143,d13_nz11,train
mm_09441,696647353,776867763,541202870724981339,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09442,290100907,850050,246600275995350,DD0D00D0D,DD00D0,9,6,5,3,15,8,120,d15_nz8,train
mm_09443,83401743,944132458,78742292620074294,DDD0DDDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_09444,697318393,60825,42414391254225,DDDDDDDDD,D0DDD,9,5,9,4,14,13,182,d14_nz13,train
mm_09445,109000085,547102022,59634166901671870,D0D0000DD,DDDD0D0DD,9,9,4,7,18,11,198,d18_nz11,train
mm_09446,37158776,900445600,33459456350585600,DDDDDDDD,D00DDDD00,8,9,8,5,17,13,221,d17_nz13,val
mm_09447,2000000,2030,4060000000,D000000,D0D0,7,4,1,2,11,3,33,d11_nz3,train
mm_09448,609918923,426199117,259946906424190991,D0DDDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09449,29917737,784922537,23483106027338769,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09450,822024773,826987689,679804367324019597,DDD0DDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09451,936509190,800700906,749863756910326140,DDDD0DDD0,D00D00D0D,9,9,7,4,18,11,198,d18_nz11,train
mm_09452,200600,511723600,102651754160000,D00D00,DDDDDDD00,6,9,2,7,15,9,135,d15_nz9,train
mm_09453,400080003,923000141,369273899180280423,D000D000D,DDD000DDD,9,9,3,6,18,9,162,d18_nz9,train
mm_09454,505000784,9521,4808112464464,D0D000DDD,DDDD,9,4,5,4,13,9,117,d13_nz9,train
mm_09455,100030,8000000,800240000000,D000D0,D000000,6,7,2,1,13,3,39,d13_nz3,train
mm_09456,2535812,400194500,1014818015434000,DDDDDDD,D00DDDD00,7,9,7,5,16,12,192,d16_nz12,test
mm_09457,83496204,802003067,66964211690857668,DDDDDD0D,D0D00D0DD,8,9,7,5,17,12,204,d17_nz12,train
mm_09458,390553936,244454425,95472637856366800,DD0DDDDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09459,156545451,229165333,35874790408050183,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09460,347886773,371939478,129392824752724494,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09461,297065833,3741860,1111578757869380,DDD0DDDDD,DDDDDD0,9,7,8,6,16,14,224,d16_nz14,train
mm_09462,854676181,458693172,392034128495736132,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09463,80004600,939072087,75130086691600200,D000DD00,DDD0DD0DD,8,9,3,7,17,10,170,d17_nz10,train
mm_09464,49560910,179020930,8872440199846300,DDDD0DD0,DDD0D0DD0,8,9,6,6,17,12,204,d17_nz12,test
mm_09465,110960,733708622,81412308697120,DD0DD0,DDDD0DDDD,6,9,4,8,15,12,180,d15_nz12,train
mm_09466,104374801,570217001,59516286006191801,D0DDDDD0D,DD0DDD00D,9,9,7,6,18,13,234,d18_nz13,train
mm_09467,5289157,334365314,1768510641100298,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_09468,86322,70000460,6042579708120,DDDDD,D0000DD0,5,8,5,3,13,8,104,d13_nz8,test
mm_09469,40000000,510506042,20420241680000000,D0000000,DD0D0D0DD,8,9,1,6,17,7,119,d17_nz7,train
mm_09470,700459100,48000,33622036800000,D00DDDD00,DD000,9,5,5,2,14,7,98,d14_nz7,train
mm_09471,99009418,1,99009418,DD00DDDD,D,8,1,6,1,9,7,63,d9_nz7,train
mm_09472,35166764,82414353,2898246102163692,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_09473,4200005,10000800,42003410004000,DD0000D,D0000D00,7,8,3,2,15,5,75,d15_nz5,train
mm_09474,178019006,6543583,1164882141338498,DDD0DD00D,DDDDDDD,9,7,6,7,16,13,208,d16_nz13,train
mm_09475,496884999,2720279,1351665828194721,DDDDDDDDD,DDD0DDD,9,7,9,6,16,15,240,d16_nz15,train
mm_09476,208000002,178579564,37144549669159128,D0D00000D,DDDDDDDDD,9,9,3,9,18,12,216,d18_nz12,train
mm_09477,74644,488,36426272,DDDDD,DDD,5,3,5,3,8,8,64,d8_nz8,val
mm_09478,9518671,401501065,3821756543884615,DDDDDDD,D0DD0D0DD,7,9,7,6,16,13,208,d16_nz13,test
mm_09479,88126550,447517888,39438207532726400,DDDDDDD0,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_09480,320571000,100000000,32057100000000000,DD0DDD000,D00000000,9,9,5,1,18,6,108,d18_nz6,test
mm_09481,660409822,791833391,522934548803966402,DD0D0DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,val
mm_09482,701199,67562529,47374777772271,D0DDDD,DDDDDDDD,6,8,5,8,14,13,182,d14_nz13,train
mm_09483,670868164,90044012,60407661009633968,DD0DDDDDD,D00DD0DD,9,8,8,5,17,13,221,d17_nz13,test
mm_09484,10576,500000100,5288001057600,D0DDD,D00000D00,5,9,4,2,14,6,84,d14_nz6,train
mm_09485,70558830,406500,28682164395000,D0DDDDD0,D0DD00,8,6,6,3,14,9,126,d14_nz9,train
mm_09486,200900,4000900,803780810000,D00D00,D000D00,6,7,2,2,13,4,52,d13_nz4,test
mm_09487,963020051,654142868,629952698102646268,DDD0D00DD,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_09488,89247502,81973127,7315896815878754,DDDDDD0D,DDDDDDDD,8,8,7,8,16,15,240,d16_nz15,train
mm_09489,991159455,194551462,192831521045373210,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_09490,80500200,70604072,5683641916814400,D0D00D00,D0D0D0DD,8,8,3,5,16,8,128,d16_nz8,val
mm_09491,39549,15659763,619327966887,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,train
mm_09492,499188,2327151,1161685853388,DDDDDD,DDDDDDD,6,7,6,7,13,13,169,d13_nz13,test
mm_09493,8666302,50000,433315100000,DDDDD0D,D0000,7,5,6,1,12,7,84,d12_nz7,train
mm_09494,51085,6000,306510000,DD0DD,D000,5,4,4,1,9,5,45,d9_nz5,train
mm_09495,705919117,3473,2451657093341,D0DDDDDDD,DDDD,9,4,8,4,13,12,156,d13_nz12,train
mm_09496,8942479,320000,2861593280000,DDDDDDD,DD0000,7,6,7,2,13,9,117,d13_nz9,train
mm_09497,935429509,35890,33572565078010,DDDDDDD0D,DDDD0,9,5,8,4,14,12,168,d14_nz12,val
mm_09498,702040903,510600589,358462498573891867,D0D0D0D0D,DD0D00DDD,9,9,5,6,18,11,198,d18_nz11,train
mm_09499,520201910,330961755,172166937087952050,DD0D0DDD0,DD0DDDDDD,9,9,6,8,18,14,252,d18_nz14,train
mm_09500,619,6496741,4021482679,DDD,DDDDDDD,3,7,3,7,10,10,100,d10_nz10,train
mm_09501,200000000,753299,150659800000000,D00000000,DDDDDD,9,6,1,6,15,7,105,d15_nz7,train
mm_09502,507003020,51870568,26298534625115360,D0D00D0D0,DDDD0DDD,9,8,4,7,17,11,187,d17_nz11,train
mm_09503,5000000,8000093,40000465000000,D000000,D0000DD,7,7,1,3,14,4,56,d14_nz4,test
mm_09504,8369227,500000000,4184613500000000,DDDDDDD,D00000000,7,9,7,1,16,8,128,d16_nz8,train
mm_09505,799417187,709991008,567579014410654496,DDDDDDDDD,D0DDDD00D,9,9,9,6,18,15,270,d18_nz15,val
mm_09506,946713925,88579697,83859632622180725,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,val
mm_09507,40000,500000000,20000000000000,D0000,D00000000,5,9,1,1,14,2,28,d14_nz2,train
mm_09508,778033103,10075008,7838689736989824,DDD0DDD0D,D00DD00D,9,8,7,4,17,11,187,d17_nz11,train
mm_09509,864943197,133259382,115261795897324254,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09510,454318582,322421513,146482084592454566,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09511,8096317,49916000,404135759372000,D0DDDDD,DDDDD000,7,8,6,5,15,11,165,d15_nz11,train
mm_09512,18895963,600020000,11337955719260000,DDDDDDDD,D000D0000,8,9,8,2,17,10,170,d17_nz10,train
mm_09513,100,300004,30000400,D00,D0000D,3,6,1,2,9,3,27,d9_nz3,train
mm_09514,187297920,556714912,104271545050583040,DDDDDDDD0,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_09515,662661946,985777,653236905142042,DDDDDDDDD,DDDDDD,9,6,9,6,15,15,225,d15_nz15,val
mm_09516,549460379,8432639,4633401020910181,DDDDD0DDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,val
mm_09517,720449757,27115622,19535443280803854,DD0DDDDDD,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,train
mm_09518,97835631,810764792,79321685017903752,DDDDDDDD,DD0DDDDDD,8,9,8,8,17,16,272,d17_nz16,test
mm_09519,401005050,63000300,25263438451515000,D0D00D0D0,DD000D00,9,8,4,3,17,7,119,d17_nz7,train
mm_09520,344777343,877582683,302570625707551269,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_09521,817000041,56042432,45786669241739712,DDD0000DD,DD0DDDDD,9,8,5,7,17,12,204,d17_nz12,train
mm_09522,502700000,25180070,12658021189000000,D0DD00000,DDDD00D0,9,8,3,5,17,8,136,d17_nz8,train
mm_09523,500001730,994605800,497304620668034000,D0000DDD0,DDDD0DD00,9,9,4,6,18,10,180,d18_nz10,train
mm_09524,940007880,900090000,846091692709200000,DD000DDD0,D000D0000,9,9,5,2,18,7,126,d18_nz7,train
mm_09525,30000000,500000000,15000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,val
mm_09526,50000000,54000,2700000000000,D0000000,DD000,8,5,1,2,13,3,39,d13_nz3,train
mm_09527,138,4555,628590,DDD,DDDD,3,4,3,4,7,7,49,d7_nz7,val
mm_09528,1051733,278505485,292913409255505,D0DDDDD,DDDD0DDDD,7,9,6,8,16,14,224,d16_nz14,train
mm_09529,629539533,10050803,6327377826894999,DDDDDDDDD,D00D0D0D,9,8,9,4,17,13,221,d17_nz13,train
mm_09530,10305,657625357,6776829303885,D0D0D,DDDDDDDDD,5,9,3,9,14,12,168,d14_nz12,train
mm_09531,25626869,56657255,1451948051784595,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,train
mm_09532,669698319,59143126,39608052062605194,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_09533,54007352,595266850,32148786301881200,DD00DDDD,DDDDDDDD0,8,9,6,8,17,14,238,d17_nz14,train
mm_09534,248594310,609603837,151544045232367470,DDDDDDDD0,D0DD0DDDD,9,9,8,7,18,15,270,d18_nz15,val
mm_09535,761070097,937994346,713879447895671562,DDD0D00DD,DDDDDDDDD,9,9,6,9,18,15,270,d18_nz15,train
mm_09536,8600000,500060990,4300524514000000,DD00000,D000D0DD0,7,9,2,4,16,6,96,d16_nz6,val
mm_09537,400000000,388274233,155309693200000000,D00000000,DDDDDDDDD,9,9,1,9,18,10,180,d18_nz10,train
mm_09538,156085761,127610,19918103961210,DDD0DDDDD,DDDDD0,9,6,8,5,15,13,195,d15_nz13,train
mm_09539,696005349,8968600,6242193573041400,DDD00DDDD,DDDDD00,9,7,7,5,16,12,192,d16_nz12,val
mm_09540,100830009,100000000,10083000900000000,D00DD000D,D00000000,9,9,4,1,18,5,90,d18_nz5,train
mm_09541,496792,166251986,82592656628912,DDDDDD,DDDDDDDDD,6,9,6,9,15,15,225,d15_nz15,train
mm_09542,559653576,7882247,4411327720465272,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_09543,20288,874868052,17749323038976,D0DDD,DDDDDD0DD,5,9,4,8,14,12,168,d14_nz12,train
mm_09544,45117,66363593,2994126225381,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,train
mm_09545,961422392,80070,76981090927440,DDDDDDDDD,D00D0,9,5,9,2,14,11,154,d14_nz11,test
mm_09546,50015020,30007703,1500835865699060,D00DD0D0,D000DD0D,8,8,4,4,16,8,128,d16_nz8,train
mm_09547,42041444,990128845,41626446389852180,DD0DDDDD,DD0DDDDDD,8,9,7,8,17,15,255,d17_nz15,train
mm_09548,160308535,96065645,15400142813780075,DD0D0DDDD,DD0DDDDD,9,8,7,7,17,14,238,d17_nz14,train
mm_09549,943427264,700708800,661067786044723200,DDDDDDDDD,D00D0DD00,9,9,9,4,18,13,234,d18_nz13,train
mm_09550,23551677,64842906,1527159177853362,DDDDDDDD,DDDDDD0D,8,8,8,7,16,15,240,d16_nz15,train
mm_09551,70030,600030678,42020148380340,D00D0,D000D0DDD,5,9,2,5,14,7,98,d14_nz7,train
mm_09552,10000600,7446834,74472808100400,D0000D00,DDDDDDD,8,7,2,7,15,9,135,d15_nz9,train
mm_09553,418749373,600096591,251290071220687443,DDDDDDDDD,D000DDDDD,9,9,9,6,18,15,270,d18_nz15,train
mm_09554,6489692,803807680,5216464270434560,DDDDDDD,D0DD0DDD0,7,9,7,6,16,13,208,d16_nz13,train
mm_09555,200387681,415990451,83359361794034131,D00DDDDDD,DDDDD0DDD,9,9,7,8,18,15,270,d18_nz15,train
mm_09556,70000,604080551,42285638570000,D0000,D0D0D0DDD,5,9,1,6,14,7,98,d14_nz7,train
mm_09557,6078000,254737750,1548296044500000,D0DD000,DDDDDDDD0,7,9,3,8,16,11,176,d16_nz11,train
mm_09558,983088664,7519728,7392559353163392,DDD0DDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,train
mm_09559,973341198,780557519,759748790651367762,DDDDDDDDD,DD0DDDDDD,9,9,9,8,18,17,306,d18_nz17,train
mm_09560,2337691,200099775,467771443119525,DDDDDDD,D000DDDDD,7,9,7,6,16,13,208,d16_nz13,train
mm_09561,78789,225647217,17778518580213,DDDDD,DDDDDDDDD,5,9,5,9,14,14,196,d14_nz14,train
mm_09562,401974476,440930100,177242645900127600,D0DDDDDDD,DD0DD0D00,9,9,8,5,18,13,234,d18_nz13,train
mm_09563,70000000,603010046,42210703220000000,D0000000,D0D0D00DD,8,9,1,5,17,6,102,d17_nz6,train
mm_09564,832569539,189384040,157675382876757560,DDDDDDDDD,DDDDDD0D0,9,9,9,7,18,16,288,d18_nz16,train
mm_09565,240900008,90108055,21707031170364440,DD0D0000D,D0D0D0DD,9,8,4,5,17,9,153,d17_nz9,val
mm_09566,50080000,900000000,45072000000000000,D00D0000,D00000000,8,9,2,1,17,3,51,d17_nz3,train
mm_09567,554335339,7406005,4105410292310695,DDDDDDDDD,DD0D00D,9,7,9,4,16,13,208,d16_nz13,train
mm_09568,5600000,28030000,156968000000000,DD00000,DD0D0000,7,8,2,3,15,5,75,d15_nz5,train
mm_09569,745173641,843145764,628289998853606724,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_09570,700500409,82590081,57854385519843129,D00D00D0D,DDDD00DD,9,8,4,6,17,10,170,d17_nz10,val
mm_09571,712130127,70000580,49849521925473660,DDDDD0DDD,D0000DD0,9,8,8,3,17,11,187,d17_nz11,train
mm_09572,9928159,202929045,2014711824478155,DDDDDDD,D0DDDD0DD,7,9,7,7,16,14,224,d16_nz14,test
mm_09573,700000,1495752,1047026400000,D00000,DDDDDDD,6,7,1,7,13,8,104,d13_nz8,train
mm_09574,6008,9576,57532608,D00D,DDDD,4,4,2,4,8,6,48,d8_nz6,train
mm_09575,650072329,31030060,20171783373209740,DD00DDDDD,DD0D00D0,9,8,7,4,17,11,187,d17_nz11,test
mm_09576,940851467,5887291,5539066374005897,DD0DDDDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,test
mm_09577,993197654,897436971,891332294210066034,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,val
mm_09578,60000000,200009,12000540000000,D0000000,D0000D,8,6,1,2,14,3,42,d14_nz3,train
mm_09579,947428947,62023,58762385579781,DDDDDDDDD,DD0DD,9,5,9,4,14,13,182,d14_nz13,train
mm_09580,183460230,871972521,159972279256339830,DDDDD0DD0,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,val
mm_09581,683307986,360040,246018207279440,DDDD0DDDD,DD00D0,9,6,8,3,15,11,165,d15_nz11,test
mm_09582,501009600,95209069,47700657576062400,D0D00DD00,DDD0D0DD,9,8,4,6,17,10,170,d17_nz10,train
mm_09583,63170120,688801891,43511698110696920,DDDD0DD0,DDDD0DDDD,8,9,6,8,17,14,238,d17_nz14,train
mm_09584,300000,3000006,900001800000,D00000,D00000D,6,7,1,2,13,3,39,d13_nz3,train
mm_09585,96,443350,42561600,DD,DDDDD0,2,6,2,5,8,7,56,d8_nz7,train
mm_09586,70109,800,56087200,D0D0D,D00,5,3,3,1,8,4,32,d8_nz4,train
mm_09587,200,100849,20169800,D00,D00DDD,3,6,1,4,9,5,45,d9_nz5,train
mm_09588,7000005,660600000,4624203303000000,D00000D,DD0D00000,7,9,2,3,16,5,80,d16_nz5,train
mm_09589,421345086,82007436,34553430174059496,DDDDDD0DD,DD00DDDD,9,8,8,6,17,14,238,d17_nz14,train
mm_09590,600002,2030,1218004060,D0000D,D0D0,6,4,2,2,10,4,40,d10_nz4,train
mm_09591,438924206,730276135,320535872715623810,DDDDDDD0D,DD0DDDDDD,9,9,8,8,18,16,288,d18_nz16,val
mm_09592,103407808,570319031,58975440856394048,D0DD0DD0D,DD0DDD0DD,9,9,6,7,18,13,234,d18_nz13,train
mm_09593,595617943,4004000,2384854243772000,DDDDDDDDD,D00D000,9,7,9,2,16,11,176,d16_nz11,train
mm_09594,715592000,841400056,602099148873152000,DDDDDD000,DDDD000DD,9,9,6,6,18,12,216,d18_nz12,train
mm_09595,46736163,1043610,48774327068430,DDDDDDDD,D0DDDD0,8,7,8,5,15,13,195,d15_nz13,train
mm_09596,851364681,546741560,465476453818842360,DDDDDDDDD,DDDDDDDD0,9,9,9,8,18,17,306,d18_nz17,train
mm_09597,1700205,889322274,1512030176866170,DD00D0D,DDDDDDDDD,7,9,4,9,16,13,208,d16_nz13,test
mm_09598,800004400,9,7200039600,D0000DD00,D,9,1,3,1,10,4,40,d10_nz4,train
mm_09599,168242220,347039901,58386763372820220,DDDDDDDD0,DDD0DDD0D,9,9,8,7,18,15,270,d18_nz15,train
mm_09600,803103701,59455377,47748833313050277,D0DD0DD0D,DDDDDDDD,9,8,6,8,17,14,238,d17_nz14,val
mm_09601,29441899,154531345,4549696251824155,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_09602,257555336,58224968,14996151196829248,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_09603,8000,405680609,3245444872000,D000,D0DDD0D0D,4,9,1,6,13,7,91,d13_nz7,train
mm_09604,917346,2005669,1839892434474,DDDDDD,D00DDDD,6,7,6,5,13,11,143,d13_nz11,test
mm_09605,1000,80705080,80705080000,D000,D0D0D0D0,4,8,1,4,12,5,60,d12_nz5,train
mm_09606,47009000,31,1457279000,DD00D000,DD,8,2,3,2,10,5,50,d10_nz5,train
mm_09607,86773069,502670749,43618283587258681,DDDDD0DD,D0DDD0DDD,8,9,7,7,17,14,238,d17_nz14,train
mm_09608,49025154,901,44171663754,DD0DDDDD,D0D,8,3,7,2,11,9,99,d11_nz9,train
mm_09609,21506,470000,10107820000,DDD0D,DD0000,5,6,4,2,11,6,66,d11_nz6,train
mm_09610,228065756,36642755,8356957620997780,DDD0DDDDD,DDDDDDDD,9,8,8,8,17,16,272,d17_nz16,train
mm_09611,8900,7400,65860000,DD00,DD00,4,4,2,2,8,4,32,d8_nz4,train
mm_09612,434389,100000000,43438900000000,DDDDDD,D00000000,6,9,6,1,15,7,105,d15_nz7,val
mm_09613,2902,201080000,583534160000,DD0D,D0D0D0000,4,9,3,3,13,6,78,d13_nz6,train
mm_09614,57859802,610203089,35306229909328378,DDDDDD0D,DD0D0D0DD,8,9,7,6,17,13,221,d17_nz13,train
mm_09615,260000620,500000000,130000310000000000,DD0000DD0,D00000000,9,9,4,1,18,5,90,d18_nz5,train
mm_09616,114191861,590539,67434747403079,DDDDDDDDD,DD0DDD,9,6,9,5,15,14,210,d15_nz14,val
mm_09617,17010037,46189950,785692758528150,DD0D00DD,DDDDDDD0,8,8,5,7,16,12,192,d16_nz12,val
mm_09618,900000000,492961035,443664931500000000,D00000000,DDDDDD0DD,9,9,1,8,18,9,162,d18_nz9,train
mm_09619,585,30000,17550000,DDD,D0000,3,5,3,1,8,4,32,d8_nz4,train
mm_09620,252569760,260068766,65685505812116160,DDDDDDDD0,DD00DDDDD,9,9,8,7,18,15,270,d18_nz15,val
mm_09621,343349393,4609,1582497352337,DDDDDDDDD,DD0D,9,4,9,3,13,12,156,d13_nz12,test
mm_09622,2008695,713792399,1433791222909305,D00DDDD,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,val
